start,end,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz
0 days 00:00:00.400000,0 days 00:00:00.420000,0.12562789,-21.53597,31.22399,-0.025385834,-0.0028599733,0.07142637,25.314917,19.839212,9.021114,18.00092,0.0,0.0,0.0,0.0,0.0,0.0,721.35114,1650.4371,-201.0,1687.34,1176.994,-201.0,2723.9417,1130.5214,-201.0
0 days 00:00:00.410000,0 days 00:00:00.430000,0.12474289,-19.910292,29.606047,-0.026519211,-0.00076807867,0.06074075,22.97644,19.235044,5.8032074,19.048223,0.0,0.0,0.0,0.0,0.0,0.0,545.4693,1558.6425,-201.0,1557.8228,1212.5109,-201.0,2561.1309,1181.4443,-201.0
0 days 00:00:00.420000,0 days 00:00:00.440000,0.12566335,-19.422577,31.611254,-0.024573276,-0.0008767016,0.05061544,22.647316,19.517845,4.6817565,18.357466,0.0,0.0,0.0,0.0,0.0,0.0,543.3545,1544.4756,-201.0,1549.2826,1238.794,-201.0,2548.362,1204.2891,-201.0
0 days 00:00:00.430000,0 days 00:00:00.450000,0.12953164,-23.678194,33.967197,-0.041016202,-0.0018014038,0.0878658,24.120157,22.305285,7.400271,20.056322,0.0,0.0,0.0,0.0,0.0,0.0,716.7243,1451.4738,-201.0,1731.8568,1159.5083,-201.0,2768.1628,960.1766,-201.0
0 days 00:00:00.440000,0 days 00:00:00.460000,0.13253573,-21.709373,31.47322,-0.03449771,-0.0040109404,0.121076845,23.233961,21.323282,6.956284,18.739424,0.0,0.0,0.0,0.0,0.0,0.0,840.8494,1597.6276,-201.0,1793.2354,1119.3337,-201.0,2864.9954,813.0999,-201.0
0 days 00:00:00.450000,0 days 00:00:00.470000,0.14369267,-19.681704,27.284424,-0.019009097,-0.004402498,0.11976255,21.520807,19.976702,5.127154,16.315142,0.0,0.0,0.0,0.0,0.0,0.0,894.1472,1802.2129,-201.0,1823.9067,1175.1895,-201.0,2872.5195,763.4295,-201.0
0 days 00:00:00.460000,0 days 00:00:00.480000,0.14707048,-17.831945,26.891397,-0.019150192,-0.0065806806,0.1106503,20.083113,18.576338,2.1779153,15.542328,0.0,0.0,0.0,0.0,0.0,0.0,888.7405,1772.1172,-201.0,1815.6495,1109.9244,-201.0,2945.365,769.5417,-201.0
0 days 00:00:00.470000,0 days 00:00:00.490000,0.15053989,-20.38558,29.063925,-0.032676563,-0.0025489528,0.07057471,20.277712,19.530851,4.179725,18.855711,0.0,0.0,0.0,0.0,0.0,0.0,749.0371,1698.6239,-201.0,1773.4873,1118.735,-201.0,2873.332,925.6445,-201.0
0 days 00:00:00.480000,0 days 00:00:00.500000,0.14984648,-21.726545,31.70468,-0.04604079,0.003618663,0.09609961,20.536882,19.512701,4.676681,23.033508,0.0,0.0,0.0,0.0,0.0,0.0,721.2059,1388.3608,-201.0,1812.3424,1062.484,-201.0,2852.6887,1072.0363,-201.0
0 days 00:00:00.490000,0 days 00:00:00.510000,0.15514569,-20.352434,30.861002,-0.03377158,0.0069873594,0.06504081,20.415709,18.930948,6.006146,24.042664,0.0,0.0,0.0,0.0,0.0,0.0,697.7515,1632.8668,-201.0,1687.4872,1167.8519,-201.0,2737.5598,1088.3818,-201.0
0 days 00:00:00.500000,0 days 00:00:00.520000,0.15781404,-20.434704,32.875675,-0.034859106,0.0072102915,0.1252694,18.8613,17.063524,4.154989,22.22213,0.0,0.0,0.0,0.0,0.0,0.0,731.30206,1641.1525,-201.0,1642.2997,1183.4746,-201.0,2795.006,971.9528,-201.0
0 days 00:00:00.510000,0 days 00:00:00.530000,0.16589355,-20.139795,31.449541,-0.03634743,0.0054914206,0.14296563,17.65917,16.781435,6.051195,22.151503,0.0,0.0,0.0,0.0,0.0,0.0,764.3914,1722.3794,-201.0,1628.4634,1301.7971,-201.0,2804.1497,918.3664,-201.0
0 days 00:00:00.520000,0 days 00:00:00.540000,0.16933906,-19.003391,29.341478,-0.03786056,0.006859017,0.15458156,16.186943,16.140337,6.4055953,23.406786,0.0,0.0,0.0,0.0,0.0,0.0,618.2578,1496.9723,-201.0,1581.4772,1192.402,-201.0,2699.785,972.1572,-201.0
0 days 00:00:00.530000,0 days 00:00:00.550000,0.17368303,-17.552683,26.594767,-0.03594264,0.007538742,0.111416034,16.409876,17.731213,5.907537,26.269423,0.0,0.0,0.0,0.0,0.0,0.0,864.2754,1360.1876,-201.0,1704.0231,1415.0109,-201.0,2677.1926,1056.8868,-201.0
0 days 00:00:00.540000,0 days 00:00:00.560000,0.17349148,-15.556256,24.809652,-0.025417686,0.006081127,0.088560306,15.361439,16.997997,2.414152,22.176409,0.0,0.0,0.0,0.0,0.0,0.0,854.2383,1572.111,-201.0,1641.6554,1638.8716,-201.0,2573.9485,1074.6703,-201.0
0 days 00:00:00.550000,0 days 00:00:00.570000,0.18113399,-14.989793,23.982918,-0.025848106,0.003887236,0.08594972,15.511364,16.734947,-0.85226196,20.898209,0.0,0.0,0.0,0.0,0.0,0.0,1045.7152,1544.57,-201.0,1830.6002,1636.1566,-201.0,2845.0906,885.456,-201.0
0 days 00:00:00.560000,0 days 00:00:00.580000,0.19008875,-12.023483,20.51255,-0.02496477,0.007111346,0.06859929,14.755252,12.448456,-1.3569494,21.301882,0.0,0.0,0.0,0.0,0.0,0.0,975.5259,1473.0449,-201.0,1871.6576,1330.2108,-201.0,2916.0107,712.29205,-201.0
0 days 00:00:00.570000,0 days 00:00:00.590000,0.19173963,-12.38646,21.67623,-0.0385898,0.015226922,0.04381333,15.364926,12.405824,0.15561664,29.081125,0.0,0.0,0.0,0.0,0.0,0.0,995.6062,1103.9987,-201.0,1909.8394,1078.4064,-201.0,2990.9768,660.10516,-201.0
0 days 00:00:00.580000,0 days 00:00:00.600000,0.19029863,-12.715766,22.428255,-0.04553081,0.019033426,0.040759057,14.4526825,12.344219,0.8620403,30.449059,0.0,0.0,0.0,0.0,0.0,0.0,1032.2938,1237.879,-201.0,1833.7635,1217.9111,-201.0,2907.5027,776.35156,-201.0
0 days 00:00:00.590000,0 days 00:00:00.610000,0.19119865,-11.885368,22.197687,-0.037626665,0.01603565,0.04686108,14.488416,12.381892,-2.826621,27.670755,0.0,0.0,0.0,0.0,0.0,0.0,844.1075,1368.7578,-201.0,1602.5455,1329.1816,-201.0,2608.7327,913.5254,-201.0
0 days 00:00:00.600000,0 days 00:00:00.620000,0.18722875,-11.064427,18.547174,-0.03590244,0.010503489,0.04602012,13.064785,11.332489,-2.286332,24.41037,0.0,0.0,0.0,0.0,0.0,0.0,828.46387,1540.1078,-201.0,1582.1276,1266.3226,-201.0,2659.0674,837.7439,-201.0
0 days 00:00:00.610000,0 days 00:00:00.630000,0.1923786,-11.709526,18.521013,-0.03401198,0.0101565635,0.05754782,13.80661,11.528604,1.2765398,20.967178,0.0,0.0,0.0,0.0,0.0,0.0,869.3295,1406.8701,-201.0,1720.8043,1227.1475,-201.0,2725.8193,758.2741,-201.0
0 days 00:00:00.620000,0 days 00:00:00.640000,0.18817739,-14.406184,22.257454,-0.041567247,0.013257924,0.051831845,13.893092,12.580017,8.415366,21.315193,0.0,0.0,0.0,0.0,0.0,0.0,1072.8163,1246.808,-201.0,1941.4711,1120.007,-201.0,3053.8777,643.285,-201.0
0 days 00:00:00.630000,0 days 00:00:00.650000,0.19561969,-15.216702,24.768946,-0.0398557,0.010610804,0.06660642,15.356124,13.157941,9.508212,21.224854,0.0,0.0,0.0,0.0,0.0,0.0,1138.7037,1223.1023,-201.0,1969.6093,1217.1056,-201.0,3081.4082,624.9294,-201.0
0 days 00:00:00.640000,0 days 00:00:00.660000,0.19333665,-14.255722,22.412766,-0.033262223,0.010710992,0.052538782,15.0438385,13.554097,9.002515,23.046278,0.0,0.0,0.0,0.0,0.0,0.0,1116.2638,1231.98,-201.0,1936.7178,1167.6216,-201.0,3072.1921,645.3182,-201.0
0 days 00:00:00.650000,0 days 00:00:00.670000,0.18978424,-14.01237,22.552,-0.036154542,0.013097748,0.073243834,13.128944,12.780148,4.8210654,23.911703,0.0,0.0,0.0,0.0,0.0,0.0,1133.9136,1307.3375,-201.0,1893.066,1385.4111,-201.0,2967.2585,738.00494,-201.0
0 days 00:00:00.660000,0 days 00:00:00.680000,0.18214762,-15.675034,25.890327,-0.038687635,0.017776662,0.059091445,11.014144,13.385109,1.5597578,21.14935,0.0,0.0,0.0,0.0,0.0,0.0,997.2549,1358.9916,-201.0,1813.623,1343.5135,-201.0,2883.555,739.48834,-201.0
0 days 00:00:00.670000,0 days 00:00:00.690000,0.1706388,-17.28209,30.14097,-0.04747438,0.020061167,0.059517518,10.037628,12.276212,-0.32728878,19.875832,0.0,0.0,0.0,0.0,0.0,0.0,734.9471,1492.6567,-201.0,1566.4996,1334.5199,-201.0,2649.8972,897.4136,-201.0
0 days 00:00:00.680000,0 days 00:00:00.700000,0.16695797,-15.694797,26.246378,-0.033420626,0.014244113,0.061321866,11.772489,13.468875,1.2770096,18.357872,0.0,0.0,0.0,0.0,0.0,0.0,538.4097,2434.375,-201.0,1489.7552,1492.7588,-201.0,2374.0574,1193.4858,-201.0
0 days 00:00:00.690000,0 days 00:00:00.710000,0.16893655,-15.077202,24.963545,-0.025521308,0.012852619,0.08030362,16.201866,10.662053,5.130411,17.673332,0.0,0.0,0.0,0.0,0.0,0.0,558.36426,2500.147,-201.0,1527.0367,1396.1061,-201.0,2520.7385,1329.4115,-201.0
0 days 00:00:00.700000,0 days 00:00:00.720000,0.19997625,-14.233562,21.486155,-0.019515065,0.0038649922,0.10596648,21.991385,8.031205,8.703698,15.497727,0.0,0.0,0.0,0.0,0.0,0.0,589.7385,2378.1865,-136.80354,1550.7223,1464.1293,-146.55673,2497.6404,1215.6171,-141.40723
0 days 00:00:00.710000,0 days 00:00:00.730000,0.24368751,-15.631381,22.589243,-0.019527927,-0.002074615,0.1219944,27.6865,5.7105937,14.286243,11.363658,37.029114,0.0,0.0,6.786088,11.04458,16.065989,695.6115,1449.4098,-75.96313,1663.5968,1002.8938,-89.73466,2752.4277,848.8191,-82.890076
0 days 00:00:00.720000,0 days 00:00:00.740000,0.29017177,-15.516597,19.526848,-0.019741366,-0.008829936,0.14206502,30.61117,5.8318295,23.061438,11.058387,37.008167,0.0,0.0,7.9101224,11.386814,18.069841,765.7375,2018.9199,-20.750238,1605.8029,1187.1367,-34.032925,2452.6594,911.19037,-25.243805
0 days 00:00:00.730000,0 days 00:00:00.750000,0.31666192,-17.498934,21.043085,-0.010742261,-0.016238289,0.1556774,33.129627,7.0242004,27.43393,7.637133,36.954845,0.057860218,3.4371336,9.566055,12.101303,21.943316,846.8384,1983.0863,-23.967224,1802.8405,955.0701,-31.063276,2617.7085,858.94434,-28.040426
0 days 00:00:00.740000,0 days 00:00:00.760000,0.33000812,-20.28374,23.486448,-0.00881726,-0.021843115,0.12620462,34.60673,9.999744,29.575956,4.392849,36.91299,0.048455205,2.4706595,9.874003,12.374326,25.43503,775.2161,2021.7435,-23.452126,1814.9238,984.8179,-30.565443,2616.5159,912.7193,-30.744019
0 days 00:00:00.750000,0 days 00:00:00.770000,0.3393151,-22.877558,26.289099,0.0023939637,-0.026825907,0.11853531,36.808514,11.344941,25.635794,1.0441058,36.8803,0.049681753,0.7838783,9.19391,11.159252,29.465294,673.8123,1345.0479,-15.938034,1916.3927,751.5196,-27.23047,2788.6677,728.3562,-34.244076
0 days 00:00:00.760000,0 days 00:00:00.780000,0.341471,-23.49116,26.737854,0.0034504735,-0.025854476,0.091305286,37.386143,12.744453,25.084045,2.9808636,36.836933,0.034368355,0.54808086,7.336593,7.9547715,28.677496,694.5718,1316.9878,-12.246865,1899.1151,774.3005,-23.898329,2806.3274,690.29095,-32.96959
0 days 00:00:00.770000,0 days 00:00:00.790000,0.33445737,-24.243086,27.409529,0.007743549,-0.02314116,0.107358895,38.530773,11.893776,23.581703,3.7600439,36.749153,0.038291812,0.4409782,5.33112,3.2494318,29.10405,632.78876,1273.8682,-7.724411,1810.3134,911.01855,-22.18895,2762.1067,704.8112,-32.930416
0 days 00:00:00.780000,0 days 00:00:00.800000,0.40375867,-21.450338,24.734947,0.005419088,-0.027888885,0.13593864,36.607773,7.304336,23.308838,-1.968236,36.404636,0.029162532,0.5927022,4.3693624,-2.519532,16.62616,532.8339,1251.9774,-5.9437995,1737.8062,1395.2451,-15.629631,2403.0732,853.4868,-21.4806
0 days 00:00:00.790000,0 days 00:00:00.810000,0.5618043,-16.815756,19.777231,0.0057833195,-0.03276126,0.21599317,34.23634,-2.823637,20.474707,-10.770066,36.064648,0.021020377,1.0876886,5.3236947,-6.2810783,7.023602,439.56946,1269.0826,-5.359365,1598.9056,1625.3507,-10.624908,2156.1555,1022.4351,-12.382966
0 days 00:00:00.800000,0 days 00:00:00.820000,0.7498631,-10.92609,13.983009,0.0020329964,-0.038173225,0.26988757,30.886297,-14.755689,17.658476,-18.335556,35.75706,0.016219156,1.6190935,6.658794,-7.6112456,-5.119884,466.03506,1207.2133,-4.989592,1607.4227,1514.3511,-1.288196,2061.9163,1747.7777,0.1302921
0 days 00:00:00.810000,0 days 00:00:00.830000,0.8891809,-7.4338555,12.84805,0.0036876698,-0.028602691,0.29343656,30.328987,-25.258545,15.57023,-20.02839,35.683628,0.015687788,1.5943555,7.3406167,-5.8349137,-6.0882263,473.7013,1125.0083,-2.1436524,1577.4347,1109.9613,2.7901566,2202.991,2037.7115,3.9445744
0 days 00:00:00.820000,0 days 00:00:00.840000,0.9370897,-5.37205,13.996375,0.0143005205,-0.021324178,0.2321459,30.577326,-32.58138,14.242935,-20.367277,35.62486,0.013434806,1.272368,7.7179093,-3.2481625,-7.1064987,472.1293,1137.0023,1.3177776,1649.1549,956.60443,8.688347,2181.416,3083.159,8.424277
0 days 00:00:00.830000,0 days 00:00:00.850000,0.9234295,-3.7131338,15.512172,0.0056920387,-0.009817076,0.21964854,30.854326,-37.597897,13.752288,-16.48146,35.587284,0.0047047967,0.9810262,8.101384,-0.4716772,-2.5380943,476.31735,1135.7771,2.7022927,1615.2562,985.92944,10.535851,2283.8645,2435.9148,5.2403874
0 days 00:00:00.840000,0 days 00:00:00.860000,0.8682944,-1.7342834,15.981793,-0.00109756,-0.003568928,0.2063383,30.25583,-39.859978,11.967148,-13.0687895,35.571537,0.0031572066,1.2855393,8.356241,1.373506,4.110155,474.40445,1078.4857,1.8438085,1564.8496,918.3879,8.758191,2353.1172,2188.3113,-2.2663467
0 days 00:00:00.850000,0 days 00:00:00.870000,0.78135735,-0.37097797,15.978073,-0.016090916,0.008228458,0.21146394,28.65078,-39.72144,9.733699,-7.1818714,35.58381,0.0028508261,0.9969485,7.8668556,1.4934989,13.175865,498.46716,993.8086,-0.8417177,1510.0743,946.5996,3.2771828,2518.6716,1183.9941,-14.017583
0 days 00:00:00.860000,0 days 00:00:00.880000,0.70856637,-0.23263724,15.504112,-0.010981199,0.014097867,0.18857509,29.741358,-37.468147,8.223942,-5.3835626,35.64471,0.003163844,1.1200813,7.1147137,-0.029903173,15.748154,496.58728,994.0339,-2.311117,1469.4703,969.72723,-2.327285,2473.239,1382.6918,-18.05927
0 days 00:00:00.870000,0 days 00:00:00.890000,0.6139604,-3.5048516,17.897486,-0.014307767,0.011523952,0.16537388,32.372288,-31.53858,4.467268,-6.5470147,35.747383,0.0026781282,0.75225383,6.3187556,-2.0274584,16.939009,514.28827,1046.4559,-1.9600796,1508.4447,986.3421,-4.6435776,2642.153,1144.705,-18.899088
0 days 00:00:00.880000,0 days 00:00:00.900000,0.5331374,-7.711991,20.202326,-0.00850689,0.0037049996,0.1558635,33.263348,-20.512133,-1.6090808,-7.418905,35.844757,0.0021252728,0.9140393,5.7335415,-3.5463533,16.868292,584.7602,1180.9537,0.7915325,1566.8422,1039.273,-9.333245,2717.4695,1028.504,-17.5611
0 days 00:00:00.890000,0 days 00:00:00.910000,0.46476555,-10.210063,22.926262,-0.004757968,-0.005782264,0.14389037,33.141087,-16.303574,-8.2393875,-10.142745,35.975544,0.005029424,1.0397199,5.463884,-3.5521786,18.091879,577.434,1223.123,2.4288208,1551.9067,1062.2653,-10.0875435,2735.1204,740.8711,-17.1474
0 days 00:00:00.900000,0 days 00:00:00.920000,0.40978777,-10.840837,21.927774,-0.002453712,-0.008651468,0.14312437,33.046963,-13.788051,-9.441344,-9.575228,36.095306,0.0067347563,1.0165368,6.076063,-2.4638376,18.119837,566.40717,1296.2318,4.044831,1522.4672,1130.314,-12.699367,2626.1843,801.2088,-15.559346
0 days 00:00:00.910000,0 days 00:00:00.930000,0.36565197,-12.131917,21.802408,-0.008099972,-0.011616074,0.13969077,35.97096,-14.32887,-4.123592,-12.199539,36.18965,0.009086116,1.3920454,7.0553513,-1.1576165,19.312962,475.11072,1151.7189,4.45618,1423.6627,1061.9987,-8.009831,2545.8977,679.96893,-14.856781
0 days 00:00:00.920000,0 days 00:00:00.940000,0.33477965,-13.624499,20.954882,-0.0044958047,-0.013566767,0.12807225,37.210526,-10.028951,0.22131903,-12.550231,36.185684,0.00976557,1.4618012,7.710424,-0.61674243,17.65058,460.01974,1105.408,6.391978,1408.4979,1019.3315,-4.988715,2524.16,545.2881,-11.258601
0 days 00:00:00.930000,0 days 00:00:00.950000,0.32907674,-14.625207,21.830713,-0.00766867,-0.017651267,0.10363444,38.100025,-5.8842635,2.2078183,-13.511826,36.136963,0.009336837,1.684646,7.095036,-0.49271998,16.39208,440.5585,1073.9027,7.1924095,1334.0021,992.4299,-2.003441,2452.8374,484.13046,-9.19967
0 days 00:00:00.940000,0 days 00:00:00.960000,0.34645808,-12.26275,19.169044,0.0030054927,-0.012501822,0.113541245,36.677185,-9.29111,-2.4516127,-14.071285,36.095455,0.007915472,1.199813,5.608818,-0.09909717,13.479248,434.98813,1085.892,6.4707856,1309.7307,969.46405,-3.965808,2432.403,454.4386,-7.0084624
0 days 00:00:00.950000,0 days 00:00:00.970000,0.38028315,-9.129306,17.36521,0.0057834773,-0.0038572273,0.11420543,36.445934,-14.366086,-4.7498164,-12.558728,36.03926,0.006265097,0.8032549,4.022082,0.9286911,13.04036,423.04102,1124.0127,4.617024,1295.192,936.24896,-7.4587226,2444.1233,507.37698,-8.423336
0 days 00:00:00.960000,0 days 00:00:00.980000,0.41202986,-6.3201823,13.988627,0.006674126,0.0055847685,0.12668408,35.765778,-20.665745,-2.026925,-5.5288925,35.951588,0.00834254,0.655135,3.6108506,2.813017,12.31664,425.50125,1120.3688,3.1518147,1356.3475,905.3855,-11.257794,2507.0479,690.1424,-9.1648245
0 days 00:00:00.970000,0 days 00:00:00.990000,0.42359123,-5.050732,12.947726,-0.0015637181,0.0088380845,0.11537405,36.060932,-21.809046,7.90146,2.1725268,35.84421,0.010949183,1.0476936,4.0285664,5.190858,11.617177,432.3606,1234.8702,2.6889107,1426.879,948.21875,-12.746341,2543.1082,903.70166,-8.9282675
0 days 00:00:00.980000,0 days 00:00:01,0.4126607,-6.4617157,12.136889,-0.010266502,0.004027656,0.12323087,35.109684,-20.462088,18.11163,4.134085,35.785107,0.012643473,1.2202266,4.618224,6.530575,11.208611,440.9908,1235.1317,-65.19328,1487.695,938.6873,-76.12927,2540.2195,987.7525,-72.66569
0 days 00:00:00.990000,0 days 00:00:01.010000,0.3988143,-8.216907,12.370275,-0.00668598,-0.005402148,0.10337004,32.94431,-17.155941,25.094519,-0.6888523,0.0,0.0,0.0,0.0,0.0,0.0,438.1722,1196.443,-132.9906,1547.4269,879.86066,-138.28407,2500.5786,1024.2262,-136.63495
0 days 00:00:01,0 days 00:00:01.020000,0.4039662,-8.815264,11.371905,-0.0051908153,-0.0069022537,0.12099557,28.803762,-11.774535,26.837957,-1.7278019,0.0,0.0,0.0,0.0,0.0,0.0,476.19058,1401.764,-201.0,1636.4531,829.26654,-201.0,2582.3455,996.7085,-201.0
0 days 00:00:01.010000,0 days 00:00:01.030000,0.42294464,-7.7786126,9.00763,-0.007151004,-0.010589627,0.11279894,24.460897,-6.467917,25.059916,2.564318,0.0,0.0,0.0,0.0,0.0,0.0,480.16745,1401.4305,-130.2896,1678.0073,794.1429,-133.20888,2627.1863,1171.735,-132.9472
0 days 00:00:01.020000,0 days 00:00:01.040000,0.43417755,-7.660746,8.0096855,-0.0155333085,-0.0070809075,0.12110961,21.689684,-2.559233,18.733957,9.208909,35.667595,0.0,0.0,2.988493,5.594516,9.607766,490.71948,1438.5342,-58.187946,1669.9448,910.51105,-63.098785,2572.705,1311.749,-64.59313
0 days 00:00:01.030000,0 days 00:00:01.050000,0.4327339,-7.0748315,7.7977524,-0.0040713027,-0.011687029,0.12819752,19.92035,-3.4027004,9.617,10.482324,35.64366,0.0,2.2196324,2.9413633,6.3009725,14.8973875,720.2456,1188.7113,10.778718,1758.0751,1087.7446,7.121628,2651.2463,1472.1166,-1.1854655
0 days 00:00:01.040000,0 days 00:00:01.060000,0.42872635,-7.575794,10.363793,-0.00069666933,-0.00977796,0.15281154,20.62205,-4.38088,0.2290163,11.535464,35.620323,0.011803534,2.2196324,2.8237863,6.7197475,18.359667,718.52155,1153.7227,-59.931686,1691.0565,1111.7502,-60.669483,2555.9717,1283.0797,-69.23826
0 days 00:00:01.050000,0 days 00:00:01.070000,0.4282941,-5.727709,12.961209,0.0041379053,-0.003857653,0.15902342,22.161253,-6.603138,-5.118016,12.7900305,0.0,0.0,0.0,0.0,0.0,0.0,708.29663,1206.832,-132.03333,1648.3727,1077.3619,-130.77959,2616.9482,1091.7733,-137.59233
0 days 00:00:01.060000,0 days 00:00:01.080000,0.42430177,-6.6506767,17.910793,-0.013475251,0.0041600466,0.1477918,25.882025,-6.3161836,-4.747028,16.557589,0.0,0.0,0.0,0.0,0.0,0.0,426.75,1222.9203,-201.0,1419.6959,942.95575,-201.0,2391.1904,948.335,-201.0
0 days 00:00:01.070000,0 days 00:00:01.090000,0.39865875,-6.3714066,21.63296,-0.014367486,0.013377075,0.13560636,28.99746,-6.5040107,-4.9557056,17.97879,0.0,0.0,0.0,0.0,0.0,0.0,404.5978,1329.1073,-201.0,1386.2704,968.53125,-201.0,2448.6477,1029.909,-201.0
0 days 00:00:01.080000,0 days 00:00:01.100000,0.3626572,-8.514917,24.653502,-0.011937027,0.015281603,0.120643705,29.7742,-3.4323702,-4.428556,15.114261,0.0,0.0,0.0,0.0,0.0,0.0,391.83353,1284.5645,-201.0,1355.0808,909.1796,-201.0,2484.2126,1016.8345,-201.0
0 days 00:00:01.090000,0 days 00:00:01.110000,0.307857,-9.482209,25.386763,-0.0055804267,0.014113708,0.107077025,30.00509,0.9059269,-7.824508,10.173543,0.0,0.0,0.0,0.0,0.0,0.0,383.8671,1304.6573,-201.0,1348.0812,917.23016,-201.0,2521.833,1055.6957,-201.0
0 days 00:00:01.100000,0 days 00:00:01.120000,0.26566163,-11.424619,26.64544,-0.009726833,0.0113560045,0.09944145,29.728104,4.9152474,-5.925181,8.235398,0.0,0.0,0.0,0.0,0.0,0.0,381.2152,1407.4757,-133.95784,1314.9468,1046.445,-134.14165,2400.7886,1126.9464,-141.3513
0 days 00:00:01.110000,0 days 00:00:01.130000,0.23537199,-12.426589,27.984312,-0.022069747,0.009165059,0.09834293,30.844446,5.571695,-4.9602604,10.554364,35.168995,0.0,1.789094,2.7891433,5.0967956,31.155563,308.43484,1737.6869,-100.43676,1274.9302,1217.8395,-65.66714,2352.7375,1404.3041,-86.253426
0 days 00:00:01.120000,0 days 00:00:01.140000,0.24793036,-12.22224,33.19959,-0.031728398,0.011013873,0.10753737,34.369312,3.150512,-6.175139,14.755394,35.1565,0.049010463,2.2818127,2.8005352,6.428936,35.357815,330.2436,1874.7069,0.0,1314.1388,1273.6973,3.2321422,2531.8645,1540.646,-31.97463
0 days 00:00:01.130000,0 days 00:00:01.150000,0.29693148,-9.341962,36.430386,-0.030269494,0.014794264,0.11023458,38.13835,-1.0487628,-10.839638,16.937822,35.13022,0.045376044,2.7305982,3.462005,9.162402,30.331285,345.3909,1829.4761,5.727593,1327.5023,1305.1805,5.185659,2480.232,1452.2028,-25.038109
0 days 00:00:01.140000,0 days 00:00:01.160000,0.36607775,-5.5981083,39.310013,-0.017287431,0.019017698,0.14627917,42.078693,-3.1075833,-15.073583,17.325525,35.09599,0.030172542,2.115759,3.968209,12.588562,29.39202,716.5405,1474.6675,5.2381244,1383.5,1898.0223,5.1308765,2674.8943,1326.2515,-23.587296
0 days 00:00:01.150000,0 days 00:00:01.170000,0.42282644,-2.4357493,37.746902,-0.0023675188,0.020399513,0.14896964,41.95729,-5.4781513,-16.687475,17.681776,35.05525,0.015313559,1.5535754,4.037909,14.255238,27.455292,917.5102,1248.3241,-0.39280987,1489.8563,1911.1683,3.5976226,2729.9595,1183.3809,-21.897339
0 days 00:00:01.160000,0 days 00:00:01.180000,0.42609692,-2.18485,34.862682,0.008799449,0.020713983,0.15621935,40.582935,-4.7682166,-16.840355,20.966827,35.0338,0.0039167413,1.5017154,3.806706,15.464196,37.63253,905.45795,1198.0259,-69.34496,1481.2642,1830.6261,-65.21424,2750.1511,1102.4175,-88.48255
0 days 00:00:01.170000,0 days 00:00:01.190000,0.37028053,-4.9531536,31.808744,0.00403163,0.017114116,0.16750748,36.656803,-3.5476968,-16.07776,21.66433,0.0,0.0,0.0,0.0,0.0,0.0,614.3528,1300.5527,-137.7647,1467.4254,1185.0121,-133.63397,2451.9817,1051.1334,-145.03125
0 days 00:00:01.180000,0 days 00:00:01.200000,0.2987517,-10.112674,30.246656,-0.0021811414,0.0076809316,0.15942179,33.373142,3.27944,-10.567539,16.075481,0.0,0.0,0.0,0.0,0.0,0.0,426.55374,1471.9501,-201.0,1411.0079,1187.2145,-201.0,2223.3787,1202.6698,-201.0
0 days 00:00:01.190000,0 days 00:00:01.210000,0.23564374,-14.920293,30.463997,-0.011585894,-0.0020833616,0.1450661,28.042627,9.3215,-4.2092457,7.8061194,0.0,0.0,0.0,0.0,0.0,0.0,448.51352,1408.1781,-201.0,1491.5879,1174.392,-201.0,2331.4807,1426.8324,-201.0
0 days 00:00:01.200000,0 days 00:00:01.220000,0.20918953,-17.658417,31.147223,-0.018683711,-0.0067707,0.095546566,23.21538,13.886028,-0.034021657,6.3180633,0.0,0.0,0.0,0.0,0.0,0.0,465.10556,1325.9551,-201.0,1528.1039,1155.9628,-201.0,2411.8154,1313.0366,-201.0
0 days 00:00:01.210000,0 days 00:00:01.230000,0.19734608,-19.017416,32.330414,-0.03145349,-0.0027453918,0.0820478,19.656076,15.093846,6.8322644,12.20457,0.0,0.0,0.0,0.0,0.0,0.0,428.33545,1182.2341,-201.0,1449.7334,1017.2774,-201.0,2388.532,1042.3041,-201.0
0 days 00:00:01.220000,0 days 00:00:01.240000,0.18986113,-17.771608,30.768906,-0.038424097,0.00013167101,0.10106358,19.560629,14.319607,5.545704,13.906741,0.0,0.0,0.0,0.0,0.0,0.0,431.8601,1138.5238,-201.0,1422.849,948.9721,-201.0,2472.415,804.2028,-201.0
